"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6346","Validate Terms Of Service Page Interactions","","Mon Jul 28 11:37:53 IST 2025","passed","Mon Jul 28 11:37:59 IST 2025","","","",""
